



current:(1, 1196):((284, 120, 64), (284, 120, 64)),0.39681743295547,0.591712146822033,0.6329042252137895
current:(1, 1406):((284, 120, 64), (284, 120, 64)),0.4095828247222331,0.7009876163217655,0.7304983134229251
current:(1, 175):((284, 120, 64), (284, 120, 64)),0.457588645735994,0.70233271136383,0.7953256588194498
current:(1, 228):((284, 120, 64), (284, 120, 64)),0.2957039849783342,0.5636764859228817,0.5265619783793744
current:(1, 38):((284, 120, 64), (284, 120, 64)),0.37163452672017494,0.5837658960035923,0.6075585439843993
current:(1, 44):((284, 120, 64), (284, 120, 64)),0.31475718405683867,0.5705466893538385,0.7039891720816882
current:(1, 51):((284, 120, 64), (284, 120, 64)),0.3646028145296734,0.5543506927755605,0.6386279617124297
current:(1, 584):((284, 120, 64), (284, 120, 64)),0.32972793549708745,0.6312675277246509,0.6717675896658322
current:(1, 602):((284, 120, 64), (284, 120, 64)),0.6273988979962373,0.8219740209152826,0.7933246340994258
current:(1, 636):((284, 120, 64), (284, 120, 64)),0.5165214399838267,0.7019658698484189,0.7125715779855928
current:(1, 679):((284, 120, 64), (284, 120, 64)),0.4753598383734953,0.6829280194848534,0.8157888110977282
current:(1, 81):((284, 120, 64), (284, 120, 64)),0.48675710694769336,0.6465135183359821,0.635631501778373
current:(10, 110):((284, 120, 64), (284, 120, 64)),0.39357880441452214,0.6260770343247124,0.620279807458449
current:(10, 133):((284, 120, 64), (284, 120, 64)),0.35093005754431456,0.5627167905468257,0.6625520277639374
current:(10, 14):((284, 120, 64), (284, 120, 64)),0.48752100334107557,0.6802687543409536,0.7043369079948721
current:(10, 15):((284, 120, 64), (284, 120, 64)),0.46130519006561366,0.7446261420365186,0.7540163244943637
current:(10, 1571):((284, 120, 64), (284, 120, 64)),0.47334010919517866,0.6522048024964203,0.6217172462273848
current:(10, 1585):((284, 120, 64), (284, 120, 64)),0.4682182877718919,0.6303125315515645,0.6180516955935133
current:(10, 313):((284, 120, 64), (284, 120, 64)),0.502227520106967,0.655655917861522,0.6790193839780134
current:(10, 395):((284, 120, 64), (284, 120, 64)),0.47544318733498536,0.6849417009512169,0.7521686987236158
current:(10, 485):((284, 120, 64), (284, 120, 64)),0.4136669133849123,0.6304349567596346,0.6510601703313501
current:(10, 543):((284, 120, 64), (284, 120, 64)),0.348932951048941,0.508259652081952,0.49540153506819096
current:(10, 596):((284, 120, 64), (284, 120, 64)),0.49741605112609777,0.6823853660608901,0.6782345488174787
current:(10, 700):((284, 120, 64), (284, 120, 64)),0.4123598976305237,0.5850282685790159,0.6237088590862536
current:(10, 707):((284, 120, 64), (284, 120, 64)),0.3844538681556534,0.5834921081834171,0.6486451508728331
current:(10, 779):((284, 120, 64), (284, 120, 64)),0.4714413265923256,0.7411775902810096,0.7217014249370822
current:(100, 1075):((284, 120, 64), (284, 120, 64)),0.5355425167943155,0.8179687454689076,0.7627456214158361
current:(100, 1334):((284, 120, 64), (284, 120, 64)),0.44365383167082145,0.6543550966736087,0.7145985971722876
current:(100, 263):((284, 120, 64), (284, 120, 64)),0.38886139443577744,0.6060434903130641,0.7958043262311177
current:(100, 402):((284, 120, 64), (284, 120, 64)),0.21169303346447516,0.5373918534899065,0.49367408619937625
current:(100, 514):((284, 120, 64), (284, 120, 64)),0.2816577103809354,0.5249155619451092,0.650978487085817
current:(100, 549):((284, 120, 64), (284, 120, 64)),0.3616734411757153,0.6059973489495112,0.6834683622664454
current:(100, 564):((284, 120, 64), (284, 120, 64)),0.43550866384122333,0.6232878225003989,0.6107367611715577
current:(100, 596):((284, 120, 64), (284, 120, 64)),0.52544063487752,0.6627784310251309,0.736739995506282
current:(100, 597):((284, 120, 64), (284, 120, 64)),0.45683103475861,0.6256728072807319,0.6833045298198189
current:(100, 599):((284, 120, 64), (284, 120, 64)),0.532158059793415,0.6762046098092162,0.7049722463790197
current:(100, 700):((284, 120, 64), (284, 120, 64)),0.5598793546749897,0.7872696147913605,0.8170623321769908
current:(100, 707):((284, 120, 64), (284, 120, 64)),0.39727818872610116,0.6003854990107556,0.6251546442178404
current:(1000, 1078):((284, 120, 64), (284, 120, 64)),0.41304142294271273,0.7352181817772299,0.67132404453132
current:(1000, 1110):((284, 120, 64), (284, 120, 64)),0.4414504469000301,0.6840371247905421,0.6811817568307681
current:(1000, 1130):((284, 120, 64), (284, 120, 64)),0.46152641302366737,0.6588603835232563,0.7068648633048783
current:(1000, 1199):((284, 120, 64), (284, 120, 64)),0.36146135737579915,0.5527750546247435,0.5567406583246005
current:(1000, 1203):((284, 120, 64), (284, 120, 64)),0.4181436143328204,0.6628837940025929,0.6595025895465847
current:(1000, 1210):((284, 120, 64), (284, 120, 64)),0.4236015761933318,0.6590643435543722,0.7146386372998786
current:(1000, 1211):((284, 120, 64), (284, 120, 64)),0.42737312985960435,0.659434220397567,0.6963439893012053
current:(1000, 1214):((284, 120, 64), (284, 120, 64)),0.38917847179783727,0.5831804007380459,0.6222082856986987
current:(1000, 1449):((284, 120, 64), (284, 120, 64)),0.3891580833881134,0.5698541878977796,0.5986384814362796
